epoch, dloss, daccuracy, gloss

0,1.1474492847919464,20.3125,0.6908178329467773

1,0.22066685557365417,100.0,2.149646282196045

2,0.05841091275215149,100.0,3.752572536468506

3,0.02554295025765896,100.0,4.967514991760254

4,0.043156341183930635,98.4375,5.50960636138916

5,0.02404744818340987,100.0,6.095425605773926

6,0.027671539079165086,98.4375,6.127195835113525

7,0.008155413524946198,100.0,6.268739700317383

8,0.013470409554429352,100.0,6.4241414070129395

9,0.012280939554329962,100.0,6.293266296386719

10,0.004470808926271275,100.0,6.351899147033691

11,0.0020442842360353097,100.0,6.20135498046875

12,0.005181974469451234,100.0,6.272459030151367

13,0.005321321281371638,100.0,6.252115726470947

14,0.0023071400937624276,100.0,6.286628723144531

15,0.0043128737597726285,100.0,5.868609428405762

16,0.006570983969140798,100.0,5.959561347961426

17,0.002133255940862,100.0,5.931208610534668

18,0.0025656650541350245,100.0,5.9421162605285645

19,0.002963368082419038,100.0,5.740411758422852

20,0.007601672550663352,100.0,5.825303077697754

21,0.002885594905819744,100.0,5.484535217285156

22,0.003459395607933402,100.0,5.5410590171813965

23,0.0025737553951330483,100.0,5.515799522399902

24,0.005853056441992521,100.0,5.856661319732666

25,0.0031644327100366354,100.0,5.658945083618164

26,0.0028309928020462394,100.0,5.673246383666992

27,0.003089935635216534,100.0,5.56113862991333

28,0.0026731076068244874,100.0,5.803359031677246

29,0.0027014683873858303,100.0,5.737536430358887

30,0.0037426823982968926,100.0,5.674569606781006

31,0.002869446761906147,100.0,5.7552056312561035

32,0.002636015124153346,100.0,5.899257183074951

33,0.0025258016539737582,100.0,5.717864990234375

34,0.0019187070429325104,100.0,5.833715438842773

35,0.003012735163792968,100.0,5.893077850341797

36,0.0023067546426318586,100.0,6.232196807861328

37,0.003122494905255735,100.0,5.883990287780762

38,0.0017241406021639705,100.0,6.079259395599365

39,0.003580660093575716,100.0,6.0393829345703125

40,0.001839824632043019,100.0,6.170534133911133

41,0.0018673770828172565,100.0,6.208207130432129

42,0.0016943327500484884,100.0,6.22080135345459

43,0.001880996162071824,100.0,6.262935638427734

44,0.0028731469064950943,100.0,6.316634178161621

45,0.016427961410954595,98.4375,6.310286045074463

46,0.0017101619159802794,100.0,6.213710308074951

47,0.0016866342048160732,100.0,6.522732734680176

48,0.00168360403040424,100.0,6.477723598480225

49,0.0015852313954383135,100.0,6.265636444091797

50,0.0012998921447433531,100.0,6.213774681091309

51,0.0014316862798295915,100.0,6.290280342102051

52,0.0016017357120290399,100.0,6.638619899749756

53,0.0014853376778773963,100.0,6.504085063934326

54,0.0031858913134783506,100.0,6.3017988204956055

55,0.004716210183687508,100.0,6.35020112991333

56,0.0013904679799452424,100.0,6.367915153503418

57,0.0012089335359632969,100.0,6.431018829345703

58,0.0017639257130213082,100.0,6.608310699462891

59,0.001987031544558704,100.0,6.434924125671387

60,0.0012640990898944438,100.0,6.660775184631348

61,0.0010075830796267837,100.0,6.455305099487305

62,0.0022979782661423087,100.0,6.460372447967529

63,0.0010079878848046064,100.0,6.631138324737549

64,0.0013332535745576024,100.0,6.459135055541992

65,0.0012639762135222554,100.0,6.681347846984863

66,0.0010826687794178724,100.0,6.863741874694824

67,0.0017629003850743175,100.0,6.608394622802734

68,0.0010579188528936356,100.0,6.758134841918945

69,0.0014859798830002546,100.0,6.784855365753174

70,0.0009631531429477036,100.0,6.722901344299316

71,0.0011152582592330873,100.0,6.747246742248535

72,0.0010688277252484113,100.0,6.710562705993652

73,0.0011067641898989677,100.0,6.968141555786133

74,0.0008361305517610162,100.0,6.956088542938232

75,0.0010803034529089928,100.0,6.845490455627441

76,0.0011392232845537364,100.0,6.765078067779541

77,0.0011748730903491378,100.0,6.974917888641357

78,0.0028463841299526393,100.0,7.092886924743652

79,0.0015582004562020302,100.0,6.912346839904785

80,0.001563994970638305,100.0,6.912619113922119

81,0.0010246935999020934,100.0,7.106756687164307

82,0.0007775104022584856,100.0,6.8813676834106445

83,0.002280068671097979,100.0,6.880974769592285

84,0.0008961702696979046,100.0,7.026989936828613

85,0.0009610999841243029,100.0,6.943614959716797

86,0.0008488345774821937,100.0,7.165220737457275

87,0.00098281423561275,100.0,7.1257171630859375

88,0.0008294662402477115,100.0,7.037844657897949

89,0.0005677495792042464,100.0,7.137628555297852

90,0.0005902606062591076,100.0,7.061634063720703

91,0.0007331745873671025,100.0,7.1847028732299805

92,0.0006574404833372682,100.0,6.963775634765625

93,0.0008819247595965862,100.0,7.201688766479492

94,0.001061225833836943,100.0,7.084985733032227

95,0.0008067251183092594,100.0,7.269954681396484

